,GEO,REF_DATE,DGUID,uom_houseindex,scalar_houseindex,house_only,land_only,total_house_land,uom_income,scalar_income,statistic_income,income,uom_expenditure,scalar_expenditure,statistic_expenditure,food_expenditures,income_taxes,mortageinsurance,mortagePaid,accomodation,rent,shelter,total_expenditure,taxes_landregfees,uom_tourist,scalar_tourist,international_tourism,domestic_tourism,uom_labourforce,scalar_labourforce,statistic_labourforce,employment,fulltime,labourforce,parttime,population,unemployment,uom_lfperc,scalar_lfperc,statistic_labourforceperc,employment_rate,participationrate,unemployment_rate,uom_crime,scalar_crime,statistic_crime,crime_incidents,uom_cpi,scalar_cpi,cpi_index,uom_oil,scalar_oil,diesel_fillingstations,diesel_selfservstations,premium_fillingstations,premium_selfservstations,regular_fillingstations,regular_selfservstations,uom_imm,scalar_imm,immigrants,1y_fixed_posted,2y_bond,3y_bond,3y_fixed_posted,5y_bond,5y_fixed_posted,7y_bond,10y_bond,bank,overnight,overnight_target,prime,Mean_Max_Temp,Mean_Min_Temp,Mean_Temp,Total_Rain,Total_Snow,predicted_total_house_index
37,Quebec,1991-07,2016A000224,"Index, 201612=100",units,54.9,50.9,53.8,,,,,,,,,,,,,,,,,Persons,unit,1495552.0,2036714.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1970.15,1652.8,2245.9834,317.33334,3403.2834,275.85,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",53.483334,61.6,12.816667,,,,,Percent,unit,3.5,Cents per litre,units,57.9500007629,59.9499988556,69.0499992371,68.9000015259,62.8000011444,63.1000003815,Persons,units,9561.0,10.0,,,,,11.5,,,,,,9.75,24.1,11.9,18.0,110.1,0.0,54.0044326782
38,Quebec,1997-06,2016A000224,"Index, 201612=100",units,55.4,52.3,54.4,,,,,,,,,,,,,,,,,Persons,unit,604273.0,1052137.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2041.6333,1709.3334,2296.75,332.31668,3550.8333,255.08333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",52.366665,59.583332,12.066667,,,,,Percent,unit,1.6,Cents per litre,units,59.7000007629,59.4500007629,68.7999992371,61.6000003815,61.6000003815,60.4500007629,,,,5.2,,,,,7.0,,,,,,4.75,23.3,9.2,16.3,82.0,0.0,54.3684616089
39,Quebec,2005-02,2016A000224,"Index, 201612=100",units,78.4,70.0,75.8,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.67,,,,,,,,,,,,,Persons,unit,390998.0,729226.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2367.2334,1961.6333,2571.1,405.61667,3772.8833,203.83333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",59.233334,64.63333,8.283334,Number,unit,"Total of all violations-Rate per 100,000 population",502.47,Percent,unit,1.9,Cents per litre,units,89.6499977112,89.7999992371,93.8999977112,91.7999992371,87.1500015259,85.5499992371,,,,4.8,2.915,3.1075,5.6,3.5755,6.05,3.8895,4.205,2.75,2.495715,2.5,4.25,-5.3,-16.8,-11.1,8.6,33.6,75.5501327515
40,Quebec,2007-01,2016A000224,"Index, 201612=100",units,84.2,76.4,81.8,,,,,,,,,,,,,,,,,Persons,unit,512957.0,774369.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2423.7,1997.0333,2619.0,426.65,3852.1333,195.28334,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",59.433334,64.71667,8.083333,Number,unit,"Total of all violations-Rate per 100,000 population",490.61,Percent,unit,2.1,Cents per litre,units,98.1500015259,97.5,99.6000022888,98.7999992371,92.9500007629,91.7999992371,Persons,units,6860.0,6.43333333333,4.05565217391,4.03565217391,6.53333333333,4.03,6.58333333333,4.06826086957,4.12391304348,4.5,4.24341363636,4.25,6.0,-8.2,-18.1,-13.2,25.8,73.8,81.6006851196
41,Quebec,2014-09,2016A000224,"Index, 201612=100",units,98.7,99.0,98.7,,,,,Dollars,unit,Average expenditure per household,75.75,647.58,1083.75,7.08,294.42,997.83,270.0,1098.92,5767.42,Persons,unit,681719.0,1035712.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2589.85,2100.4834,2799.0166,489.36667,4154.817,209.16667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.416668,65.933334,8.383333,Number,unit,"Total of all violations-Rate per 100,000 population",359.72,Percent,unit,1.6,Cents per litre,units,,132.650001526,,151.75,,138.900001526,,,,3.14,1.13761904762,1.16285714286,3.75,1.64857142857,4.79,1.79666666667,2.18095238095,1.25,0.999333333333,1.0,3.0,17.9,6.4,12.2,82.6,0.0,98.7606811523
42,Quebec,2018-03,2016A000224,"Index, 201612=100",units,102.1,100.9,101.8,,,,,,,,,,,,,,,,,Persons,unit,735399.0,1052769.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2736.3167,2284.35,2891.4834,451.93332,4238.317,155.15,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",62.933334,66.9,5.983333,,,,,Percent,unit,1.9,Cents per litre,units,,127.25,,142.649993896,,126.700000763,,,,3.34,1.79666666667,1.90857142857,4.15,2.02619047619,5.14,2.09,2.18857142857,1.5,1.2394,1.25,3.45,,,,,,101.597793579
43,Ontario,2002-12,2016A000235,"Index, 201612=100",units,57.1,78.9,63.2,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.5,,,,,,,,,,,,,Persons,unit,1596975.0,3801381.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",3923.3,3249.9,4204.717,673.43335,5931.967,281.4,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",61.716667,66.71667,7.4,Number,unit,"Total of all violations-Rate per 100,000 population",550.91,Percent,unit,1.9,Cents per litre,units,,,81.8999989827,80.2333348592,71.7666676839,70.3000005086,,,,4.9,3.18,3.55,6.0,4.06,6.7,4.47,4.88,3.0,,2.75,4.5,1.9,-3.1,-0.6,18.2,13.5,63.1878585815
44,Manitoba,1998-04,2016A000246,"Index, 201612=100",units,47.1,34.6,43.4,,,,,,,,,,,,,,,,,Persons,unit,103756.0,168656.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",338.5,275.75,357.65,62.75,514.73334,19.15,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",61.616665,65.666664,5.9166665,Number,unit,"Total of all violations-Rate per 100,000 population",963.78,Percent,unit,1.6,Cents per litre,units,52.4000015259,50.4000015259,62.2999992371,61.0999984741,52.7000007629,51.9000015259,Persons,units,-169.0,6.55,,,,,6.95,,,,,,6.5,11.0,-1.7,4.7,17.0,0.0,43.4249000549
45,Manitoba,2007-07,2016A000246,"Index, 201612=100",units,72.1,73.5,72.5,,,,,,,,,,,,,,,,,Persons,unit,157332.0,250423.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",374.13333,308.88333,390.43332,65.26667,548.4667,16.283333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",65.45,68.61667,4.616667,Number,unit,"Total of all violations-Rate per 100,000 population",974.92,Percent,unit,2.2,Cents per litre,units,94.0,92.6999969482,121.199996948,122.5,111.5,112.400001526,Persons,units,1751.0,7.05,4.64681818182,4.64363636364,7.3,4.61318181818,7.24,4.59909090909,4.58954545455,4.6847826087,4.44548571429,4.4347826087,6.2,25.0,12.6,18.8,18.6,0.0,70.7873077393
46,Manitoba,2015-01,2016A000246,"Index, 201612=100",units,95.3,98.2,96.2,,,,,Dollars,unit,Average expenditure per household,98.58,705.5,1116.42,14.0,404.75,1112.17,181.5,1230.0,6420.25,Persons,unit,112310.0,155254.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",403.35,333.9,427.31668,69.46667,598.23334,23.933332,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",64.85,69.2,6.233333,Number,unit,"Total of all violations-Rate per 100,000 population",741.99,Percent,unit,1.7,Cents per litre,units,,110.699996948,,97.9000015259,,82.4000015259,Persons,units,1332.0,3.14,0.75619047619,0.777142857143,3.44,1.0080952381,4.79,1.1919047619,1.52571428571,1.15909090909,0.9082,0.909090909091,2.9625,,,,,,95.9326019287
47,Saskatchewan,2009-02,2016A000247,"Index, 201612=100",units,93.5,79.6,89.8,,,,,,,,,,,,,,,,,Persons,unit,44217.0,59803.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",333.15,271.93332,349.31668,61.216667,473.95,16.133333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",67.51667,71.3,5.1833334,Number,unit,"Total of all violations-Rate per 100,000 population",1196.5,Percent,unit,2.7,Cents per litre,units,,83.6499977112,100.799999237,101.75,90.3000030518,90.3499984741,,,,5.0,1.215,1.6145,5.15,2.048,5.79,2.319,2.96,1.25,0.9979,1.0,3.0,,,,,,90.4925308228
48,Alberta,2003-12,2016A000248,"Index, 201612=100",units,57.5,49.0,54.4,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.75,,,,,,,,,,,,,Persons,unit,91234.0,168532.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1117.95,929.0,1171.7333,188.98334,1537.5333,53.766666,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",68.166664,71.816666,4.983333,Number,unit,"Total of all violations-Rate per 100,000 population",895.8,Percent,unit,2.0,Cents per litre,units,58.7000007629,58.7000007629,70.2000007629,69.4499969482,60.1999988556,59.25,,,,4.75,3.07952380952,3.38142857143,5.9,3.99523809524,6.46666666667,4.38428571429,4.72904761905,3.0,2.74817619048,2.75,4.5,,,,,,54.1811676025
49,British Columbia,1988-08,2016A000259,"Index, 201612=100",units,88.5,54.1,73.5,,,,,,,,,,,,,,,,,Persons,unit,1491562.0,2376137.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",912.63336,747.51666,1011.9,165.13333,1484.9667,99.26667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",57.966667,64.65,10.283334,,,,,Percent,unit,,Cents per litre,units,,,,,45.3500003815,,,,,11.5,,,,,12.25,,,,,,11.25,19.9,13.2,16.6,45.8,0.0,73.0432510376
50,British Columbia,1989-02,2016A000259,"Index, 201612=100",units,95.8,61.4,80.6,,,,,,,,,,,,,,,,,Persons,unit,1007199.0,1262959.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",941.26666,777.63336,1038.0,163.63333,1500.6833,96.71667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",59.35,65.75,9.65,,,,,Percent,unit,,Cents per litre,units,,,,,46.7999992371,,,,,12.75,,,,,12.25,,,,,,12.75,2.6,-2.3,0.2,85.4,27.1,77.1135177612
51,British Columbia,2011-01,2016A000259,"Index, 201612=100",units,95.5,98.8,96.6,,,,,Dollars,unit,Average expenditure per household,115.33,676.75,977.17,6.33,477.25,1270.58,288.5,1385.33,6266.33,Persons,unit,1034154.0,1392320.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1415.2,1113.6333,1536.5167,301.58334,2256.45,121.316666,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",59.8,65.35,8.333333,Number,unit,"Total of all violations-Rate per 100,000 population",775.64,Percent,unit,1.6,Cents per litre,units,117.0,115.799999237,134.75,131.300003052,120.900001526,117.899997711,Persons,units,8394.0,3.35,1.71904761905,1.93,4.15,2.53285714286,5.19,2.82,3.25571428571,1.25,0.99239,1.0,3.0,,,,,,96.2898025513
52,British Columbia,2016-11,2016A000259,"Index, 201612=100",units,100.0,100.0,100.0,,,,,Dollars,unit,Average expenditure per household,150.0,761.58,1193.83,7.25,529.33,1439.58,364.5,1617.17,7153.75,Persons,unit,929029.0,1390987.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1524.75,1211.4,1619.7833,313.38333,2399.4167,95.066666,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",61.55,65.75,6.483333,Number,unit,"Total of all violations-Rate per 100,000 population",722.48,Percent,unit,1.3,Cents per litre,units,,114.449996948,,135.949996948,,117.75,,,,3.14,0.627619047619,0.676666666667,3.39,0.881428571429,4.64,1.11761904762,1.43761904762,0.75,0.491557142857,0.5,2.7,,,,,,100.211326599
53,British Columbia,2018-08,2016A000259,"Index, 201612=100",units,108.5,104.8,107.8,,,,,,,,,,,,,,,,,Persons,unit,1406665.0,2775420.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1578.6,1269.1167,1663.55,309.48334,2451.6333,84.95,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",62.55,66.316666,5.65,,,,,Percent,unit,2.0,Cents per litre,units,,137.25,,166.650001526,,147.400001526,,,,3.49,2.10818181818,2.13454545455,4.3,2.21727272727,5.34,2.24954545455,2.29545454545,1.75,1.49541363636,1.5,3.7,,,,,,106.906997681
54,Nova Scotia,1993-04,2016A000212,"Index, 201612=100",units,56.2,62.9,58.0,,,,,,,,,,,,,,,,,Persons,unit,10340.0,21947.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",234.1,192.4,270.78333,41.7,434.06668,36.7,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",49.966667,58.216667,13.683333,,,,,Percent,unit,1.9,Cents per litre,units,57.5999984741,,58.4000015259,56.5,51.9000015259,49.5999984741,Persons,units,1025.0,7.25,,,,,8.95,,,,,,6.0,,,,,,58.2422180176
55,Nova Scotia,2008-09,2016A000212,"Index, 201612=100",units,89.8,93.9,90.6,,,,,,,,,,,,,,,,,Persons,unit,12304.0,109076.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",288.31668,240.55,311.16666,47.75,469.46667,22.85,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",59.0,64.28333,8.216666,Number,unit,"Total of all violations-Rate per 100,000 population",646.53,Percent,unit,2.7,Cents per litre,units,133.0,,143.100006104,140.600006104,135.699996948,133.100006104,,,,6.65,2.72409090909,2.90045454545,6.7,3.02727272727,6.85,3.27818181818,3.54636363636,3.25,2.99397142857,3.0,4.75,,,,,,90.5306549072
56,Nova Scotia,2017-01,2016A000212,"Index, 201612=100",units,100.2,100.0,100.2,,,,,,,,,,,,,,,,,Persons,unit,13540.0,20169.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",287.76666,235.23334,311.21667,52.55,478.81668,23.483334,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",58.566666,64.03333,8.616667,Number,unit,"Total of all violations-Rate per 100,000 population",474.53,Percent,unit,1.3,Cents per litre,units,,109.800003052,,119.599998474,,111.800003052,Persons,units,2120.0,3.14,0.772380952381,0.865238095238,3.39,1.11380952381,4.64,1.39523809524,1.72238095238,0.75,0.491171428571,0.5,2.7,,,,,,99.8805999756
57,Quebec,1999-05,2016A000224,"Index, 201612=100",units,57.0,53.4,55.8,,,,,,,,,,,,,,,,,Persons,unit,505835.0,942346.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2118.8833,1790.2167,2336.9333,328.66666,3590.1,218.0,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",54.2,60.283333,9.983334,Number,unit,"Total of all violations-Rate per 100,000 population",539.09,Percent,unit,1.7,Cents per litre,units,57.2000007629,56.1500015259,69.2000007629,68.4000015259,61.6499996185,60.8999996185,,,,6.3,,,,,7.3,,,,,,6.25,22.4,6.3,14.4,28.6,0.0,55.8257751465
58,Quebec,2015-11,2016A000224,"Index, 201612=100",units,99.3,99.7,99.4,,,,,Dollars,unit,Average expenditure per household,74.92,679.5,1050.75,8.08,326.92,1044.67,271.58,1129.83,5702.58,Persons,unit,464691.0,720365.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2611.65,2153.5166,2824.5,458.15,4179.9,212.85,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.733334,66.05,8.1,Number,unit,"Total of all violations-Rate per 100,000 population",350.96,Percent,unit,1.8,Cents per litre,units,,112.75,,121.5,,107.700000763,,,,3.14,0.6265,0.6705,3.39,0.947,4.64,1.2565,1.6335,0.75,0.499145,0.5,2.7,4.2,-2.7,0.8,41.0,16.0,98.9817276001
59,Quebec,2017-02,2016A000224,"Index, 201612=100",units,100.3,100.3,100.3,,,,,,,,,,,,,,,,,Persons,unit,499446.0,763150.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2677.0334,2197.3833,2855.9167,479.65,4209.3667,178.88333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",61.883335,66.4,6.7833333,Number,unit,"Total of all violations-Rate per 100,000 population",355.74,Percent,unit,1.3,Cents per litre,units,,114.349998474,,124.600002289,,109.700000763,,,,3.14,0.765789473684,0.912105263158,3.39,1.11315789474,4.64,1.36210526316,1.70210526316,0.75,0.491436842105,0.5,2.7,-5.6,-16.4,-11.0,17.0,20.0,99.9335632324
60,Ontario,1989-08,2016A000235,"Index, 201612=100",units,55.2,88.4,64.5,,,,,,,,,,,,,,,,,Persons,unit,3059268.0,7108991.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",3286.8333,2792.5667,3449.6167,494.26666,4803.533,162.78334,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",64.51667,67.916664,4.9,,,,,Percent,unit,,Cents per litre,units,,,,,54.1666666667,,,,,12.75,,,,,11.75,,,,,,13.5,25.1,17.3,21.2,48.6,0.0,64.466178894
61,Ontario,1998-04,2016A000235,"Index, 201612=100",units,46.9,77.6,55.1,,,,,,,,,,,,,,,,,Persons,unit,2077531.0,4622209.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",3469.5,2867.3833,3729.35,602.13336,5459.5,259.83334,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",58.35,63.35,7.75,Number,unit,"Total of all violations-Rate per 100,000 population",646.85,Percent,unit,1.6,Cents per litre,units,,,64.866666158,62.2999992371,54.3000005086,52.3000005086,Persons,units,28053.0,6.55,,,,,6.95,,,,,,6.5,13.8,5.8,9.8,48.6,0.0,55.1164016724
62,Ontario,2016-11,2016A000235,"Index, 201612=100",units,99.8,100.0,99.9,,,,,Dollars,unit,Average expenditure per household,188.17,728.92,1302.25,5.92,535.92,1560.08,322.08,1702.83,7412.75,Persons,unit,1980670.0,3257301.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",4483.2666,3673.3833,4772.6167,809.9,7053.1167,289.33334,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.716667,65.2,6.85,Number,unit,"Total of all violations-Rate per 100,000 population",338.45,Percent,unit,1.3,Cents per litre,units,,,,118.366666158,,101.566668193,,,,3.14,0.627619047619,0.676666666667,3.39,0.881428571429,4.64,1.11761904762,1.43761904762,0.75,0.491557142857,0.5,2.7,,,,,,99.7897109985
63,Manitoba,2001-06,2016A000246,"Index, 201612=100",units,51.1,34.8,46.2,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.75,,,,,,,,,,,,,Persons,unit,89791.0,207450.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",345.6,282.96667,365.66666,62.616665,521.3,20.083334,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",62.6,66.816666,6.016667,Number,unit,"Total of all violations-Rate per 100,000 population",1026.02,Percent,unit,2.0,Cents per litre,units,69.1999969482,68.4000015259,86.3000030518,85.5,77.0,75.5999984741,,,,6.7,4.87,5.24,7.3,5.39,7.75,5.63,5.73,4.75,,4.5,6.25,19.3,7.5,13.4,69.2,0.0,46.299446106
64,Manitoba,2004-09,2016A000246,"Index, 201612=100",units,59.6,40.0,53.8,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.5,,,,,,,,,,,,,Persons,unit,95157.0,175014.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",364.5,295.0,384.98334,69.51667,536.9167,20.45,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",64.566666,68.666664,5.75,Number,unit,"Total of all violations-Rate per 100,000 population",1135.83,Percent,unit,1.9,Cents per litre,units,72.3000030518,72.9000015259,89.1999969482,88.6999969482,78.8000030518,78.5999984741,,,,4.72,3.1319047619,3.49857142857,5.82,4.01285714286,6.39,4.32,4.60238095238,2.44318181818,2.20042380952,2.19318181818,3.9,16.9,7.9,12.4,43.6,0.0,53.7797317505
65,Manitoba,2007-01,2016A000246,"Index, 201612=100",units,69.4,52.3,64.6,,,,,,,,,,,,,,,,,Persons,unit,100087.0,148928.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",371.51666,304.9,389.23334,66.6,545.75,17.733334,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",65.066666,68.76667,5.35,Number,unit,"Total of all violations-Rate per 100,000 population",974.92,Percent,unit,2.1,Cents per litre,units,94.3000030518,97.0,97.6999969482,97.1999969482,87.8000030518,87.0,Persons,units,1935.0,6.43333333333,4.05565217391,4.03565217391,6.53333333333,4.03,6.58333333333,4.06826086957,4.12391304348,4.5,4.24341363636,4.25,6.0,-12.6,-24.5,-18.5,0.0,0.0,64.8252639771
66,Saskatchewan,1988-06,2016A000247,"Index, 201612=100",units,32.3,32.4,32.4,,,,,,,,,,,,,,,,,Persons,unit,44199.0,78502.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",291.6,229.9,312.63333,61.633335,453.86667,21.066668,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",61.1,65.816666,6.8333335,,,,,Percent,unit,,Cents per litre,units,,,,,47.25,,,,,10.75,,,,,11.25,,,,,,10.75,30.0,14.2,22.1,46.4,0.0,32.1162109375
67,Saskatchewan,2009-03,2016A000247,"Index, 201612=100",units,93.1,79.6,89.5,,,,,,,,,,,,,,,,,Persons,unit,39764.0,57570.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",331.65,272.03333,347.8,59.666668,474.7,16.116667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",67.15,70.85,5.116667,Number,unit,"Total of all violations-Rate per 100,000 population",1196.5,Percent,unit,2.7,Cents per litre,units,,75.5999984741,101.549999237,102.549999237,90.7999992371,91.1000022888,,,,4.6,1.02652173913,1.4247826087,4.95,1.85086956522,5.694,2.05913043478,2.88913043478,0.771739130435,0.515395454545,0.521739130435,2.5,,,,,,89.79322052
68,Alberta,1992-12,2016A000248,"Index, 201612=100",units,37.0,38.3,37.2,,,,,,,,,,,,,,,,,Persons,unit,77802.0,123756.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",811.2167,670.0833,895.88336,141.11667,1215.1333,84.666664,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",61.483334,68.416664,10.05,,,,,Percent,unit,2.1,Cents per litre,units,45.1500015259,43.9499988556,55.0999984741,54.75,47.7000007629,47.6500015259,,,,7.7,,,,,9.5,,,,,,7.25,,,,,,36.9327926636
69,Alberta,1996-06,2016A000248,"Index, 201612=100",units,39.3,38.4,38.7,,,,,,,,,,,,,,,,,Persons,unit,78727.0,219663.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",889.81665,729.7833,958.75,160.01666,1284.4166,68.933334,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",64.2,69.55,7.65,,,,,Percent,unit,1.5,Cents per litre,units,45.9000015259,46.5,60.6999988556,60.5,51.8500003815,51.5,,,,6.5,,,,,8.5,,,,,,6.5,,,,,,38.4599685669
